number,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,impact,urgency,priority,assignment_group,assigned_to,u_priority_confirmation,duracion_horas
INC0000847,Caller 1385,Opened by  221,Phone,Location 96,Category 23,Subcategory 3,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,17.466666666666665
INC0000469,Caller 93,Opened by  443,Phone,Location 161,Category 45,Subcategory 94,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 216,False,32.916666666666664
INC0000259,Caller 5182,Opened by  62,Phone,Location 108,Category 9,Subcategory 164,Symptom 580,2 - Medium,2 - Medium,3 - Moderate,Group 27,No asignado,False,45.81666666666667
INC0001120,Caller 3218,Opened by  24,Phone,Location 161,Category 20,Subcategory 103,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,0.35
INC0000859,Caller 4414,Opened by  433,Phone,Location 51,Category 45,Subcategory 29,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 134,False,17.783333333333335
INC0000612,Caller 1207,Opened by  62,Phone,Location 108,Category 53,Subcategory 303,Symptom 580,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,False,24.15
INC0001129,Caller 5076,Opened by  131,Phone,Location 204,Category 42,Subcategory 224,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.36666666666666664
INC0000896,Caller 5587,Opened by  305,Phone,Location 158,Category 53,Subcategory 117,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,False,16.033333333333335
INC0000392,Caller 442,Opened by  55,Phone,Location 143,Category 9,Subcategory 164,Symptom 6,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,42.31666666666667
INC0000985,Caller 3932,Opened by  40,Phone,Location 161,Category 53,Subcategory 168,Symptom 559,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,3.066666666666667
INC0000067,Caller 442,Opened by  180,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 28,No asignado,False,51.13333333333333
INC0000610,Caller 2633,Opened by  24,Phone,Location 128,Category 53,Subcategory 194,Symptom 6,2 - Medium,2 - Medium,3 - Moderate,Group 66,No asignado,False,24.45
INC0000613,Caller 1182,Opened by  40,Phone,Location 93,Category 53,Subcategory 271,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 23,No asignado,False,24.416666666666668
INC0000954,Caller 1531,Opened by  8,Phone,Location 204,Category 45,Subcategory 150,Symptom 245,2 - Medium,2 - Medium,3 - Moderate,Group 58,No asignado,False,8.533333333333333
INC0000549,Caller 3826,Opened by  180,Phone,Location 161,Category 9,Subcategory 164,Symptom 473,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,26.116666666666667
INC0000532,Caller 4372,Opened by  131,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,3 - Low,3 - Low,4 - Low,Group 33,Resolver 216,False,26.666666666666668
INC0000080,Caller 1194,Opened by  24,Phone,Location 229,Category 32,Subcategory 9,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,51.11666666666667
INC0000284,Caller 676,Opened by  62,Phone,Location 143,Category 53,Subcategory 13,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,False,46.03333333333333
INC0000867,Caller 5348,Opened by  386,Phone,Location 93,Category 26,Subcategory 175,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 23,No asignado,False,18.683333333333334
INC0000060,Caller 4491,Opened by  180,Phone,Location 204,Category 9,Subcategory 97,Symptom 450,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,53.46666666666667
INC0001241,Caller 1772,Opened by  131,Phone,Location 204,Category 53,Subcategory 219,Symptom 6,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.13333333333333333
INC0001029,Caller 5494,Opened by  180,Phone,Location 161,Category 53,Subcategory 140,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,False,3.1
INC0000923,Caller 1128,Opened by  305,Phone,Location 51,Category 9,Subcategory 164,Symptom 432,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,True,15.266666666666667
INC0000924,Caller 3040,Opened by  47,Phone,Location 51,Category 19,Subcategory 289,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,False,15.216666666666667
INC0000925,Caller 3031,Opened by  47,Phone,Location 51,Category 19,Subcategory 289,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,True,15.216666666666667
INC0000928,Caller 1408,Opened by  305,Phone,Location 51,Category 9,Subcategory 164,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,True,15.1
INC0000956,Caller 1096,Opened by  443,Phone,Location 161,Category 7,Subcategory 86,Symptom 521,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,8.783333333333333
INC0000919,Caller 4431,Opened by  47,Phone,Location 51,Category 19,Subcategory 289,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 58,Resolver 201,False,15.883333333333333
INC0000622,Caller 4175,Opened by  131,Phone,Location 204,Category 32,Subcategory 9,Symptom 4,3 - Low,3 - Low,4 - Low,Group 70,Resolver 188,False,25.183333333333334
INC0001269,Caller 1910,Opened by  24,Phone,Location 108,Category 32,Subcategory 9,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.11666666666666667
INC0000630,Caller 4167,Opened by  40,Phone,Location 143,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,25.333333333333332
INC0000174,Caller 4414,Opened by  131,Phone,Location 51,Category 32,Subcategory 9,Symptom 580,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,50.36666666666667
INC0001109,Caller 1126,Opened by  301,Phone,Location 71,Category 26,Subcategory 164,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 23,No asignado,False,2.8
INC0001236,Caller 2398,Opened by  301,Phone,Location 161,Category 51,Subcategory 301,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,False,1.2833333333333334
INC0000538,Caller 225,Opened by  180,Phone,Location 204,Category 20,Subcategory 103,Symptom 470,1 - High,2 - Medium,2 - High,Group 25,Resolver 58,False,28.1
INC0000568,Caller 2659,Opened by  180,Phone,Location 143,Category 24,Subcategory 164,Symptom 474,1 - High,2 - Medium,2 - High,Group 28,Resolver 78,False,27.916666666666668
INC0000812,Caller 1232,Opened by  386,Phone,Location 204,Category 53,Subcategory 303,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,21.9
INC0000670,Caller 4103,Opened by  301,Phone,Location 204,Category 34,Subcategory 162,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 59,Resolver 137,False,25.6
INC0001198,Caller 4724,Opened by  62,Phone,Location 161,Category 9,Subcategory 164,Symptom 607,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,2.183333333333333
INC0001007,Caller 4913,Opened by  40,Phone,Location 143,Category 45,Subcategory 223,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,5.183333333333334
INC0001315,Caller 2080,Opened by  501,Phone,Location 161,Category 9,Subcategory 164,No reportado,3 - Low,3 - Low,4 - Low,Group 24,Resolver 253,False,0.23333333333333334
INC0000221,Caller 2303,Opened by  131,Phone,Location 143,Category 61,Subcategory 16,Symptom 486,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,50.13333333333333
INC0001283,Caller 398,Opened by  468,Phone,Location 43,Category 45,Subcategory 229,Symptom 208,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 45,False,1.2333333333333334
INC0000750,Caller 3497,Opened by  301,Phone,Location 143,Category 51,Subcategory 301,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,24.033333333333335
INC0001031,Caller 2071,Opened by  24,Phone,Location 204,Category 26,Subcategory 164,Symptom 208,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,5.15
INC0001299,Caller 4817,Opened by  386,Phone,Location 161,Category 53,Subcategory 117,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,0.95
INC0001220,Caller 2295,Opened by  180,Phone,Location 93,Category 45,Subcategory 229,Symptom 212,1 - High,2 - Medium,2 - High,Group 22,Resolver 155,False,2.8
INC0000607,Caller 4901,Opened by  131,Phone,Location 161,Category 9,Subcategory 164,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,False,27.866666666666667
INC0001318,Caller 5085,Opened by  62,Phone,Location 55,Category 17,Subcategory 90,Symptom 6,2 - Medium,2 - Medium,3 - Moderate,Group 69,No asignado,False,0.7
INC0001326,Caller 1368,Opened by  386,Phone,Location 213,Category 53,Subcategory 117,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,False,0.6666666666666666
INC0000066,Caller 3796,Opened by  24,Phone,Location 161,Category 55,Subcategory 185,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,54.56666666666667
INC0001085,Caller 2690,Opened by  257,Phone,Location 51,Category 8,Subcategory 156,Symptom 486,3 - Low,2 - Medium,4 - Low,Group 53,Resolver 121,False,4.783333333333333
INC0000085,Caller 917,Opened by  180,Phone,Location 161,Category 20,Subcategory 125,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,54.05
INC0000087,Caller 950,Opened by  180,Phone,Location 69,Category 53,Subcategory 194,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,53.983333333333334
INC0000098,Caller 4043,Opened by  24,Phone,Location 108,Category 20,Subcategory 125,Symptom 471,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,53.81666666666667
INC0000100,Caller 3082,Opened by  40,Phone,Location 161,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,53.8
INC0000103,Caller 4375,Opened by  180,Phone,Location 108,Category 53,Subcategory 194,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,53.78333333333333
INC0000110,Caller 5540,Opened by  40,Phone,Location 108,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,53.7
INC0000153,Caller 5150,Opened by  24,Phone,Location 108,Category 53,Subcategory 194,Symptom 208,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,52.75
INC0001360,Caller 1554,Opened by  221,Phone,Location 143,Category 53,Subcategory 303,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.45
INC0000123,Caller 4428,Opened by  180,Phone,Location 108,Category 53,Subcategory 194,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,53.45
INC0000111,Caller 4325,Opened by  180,Phone,Location 93,Category 53,Subcategory 130,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,53.7
INC0000872,Caller 1129,Opened by  221,Phone,Location 93,Category 45,Subcategory 229,Symptom 221,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 22,False,21.333333333333332
INC0000126,Caller 3754,Opened by  180,Phone,Location 142,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,53.43333333333333
INC0000141,Caller 72,Opened by  40,Phone,Location 93,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,53.1
INC0000146,Caller 220,Opened by  24,Phone,Location 55,Category 53,Subcategory 194,Symptom 208,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,53.03333333333333
INC0000148,Caller 4279,Opened by  501,Phone,Location 93,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,53.0
INC0000149,Caller 4331,Opened by  62,Phone,Location 142,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,53.0
INC0001391,Caller 1554,Opened by  221,Phone,Location 143,Category 26,Subcategory 175,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.05
INC0001290,Caller 4414,Opened by  433,Phone,Location 51,Category 45,Subcategory 29,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 134,False,1.9833333333333334
INC0000155,Caller 278,Opened by  180,Phone,Location 171,Category 53,Subcategory 194,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,52.833333333333336
INC0000156,Caller 2811,Opened by  501,Phone,Location 93,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,52.8
INC0000939,Caller 4671,Opened by  20,Phone,Location 165,Category 45,Subcategory 29,Symptom 594,3 - Low,3 - Low,4 - Low,Group 55,Resolver 214,False,16.416666666666668
INC0001387,Caller 856,Opened by  386,Phone,Location 41,Category 32,Subcategory 9,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,False,0.16666666666666666
INC0000158,Caller 229,Opened by  301,Phone,Location 56,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,52.81666666666667
INC0000169,Caller 1805,Opened by  62,Phone,Location 108,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,52.6
INC0000176,Caller 786,Opened by  501,Phone,Location 93,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,52.45
INC0000962,Caller 5490,Opened by  443,Phone,Location 143,Category 45,Subcategory 29,Symptom 571,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 214,False,9.833333333333334
INC0000319,Caller 2443,Opened by  62,Phone,Location 204,Category 37,Subcategory 135,Symptom 509,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 83,False,48.46666666666667
INC0000112,Caller 521,Opened by  131,Phone,Location 93,Category 37,Subcategory 135,Symptom 87,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,False,53.96666666666667
INC0000195,Caller 952,Opened by  40,Phone,Location 136,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,52.25
INC0001125,Caller 322,Opened by  301,Phone,Location 204,Category 19,Subcategory 289,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,4.666666666666667
INC0001010,Caller 2632,Opened by  24,Phone,Location 161,Category 9,Subcategory 164,Symptom 571,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,6.633333333333334
INC0001410,Caller 1776,Opened by  168,Phone,Location 161,Category 55,Subcategory 166,Symptom 607,3 - Low,3 - Low,4 - Low,Group 24,Resolver 89,False,0.06666666666666667
INC0000989,Caller 4153,Opened by  24,Phone,Location 204,Category 53,Subcategory 13,Symptom 208,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,7.116666666666666
INC0000065,Caller 5323,Opened by  131,Phone,Location 108,Category 45,Subcategory 229,Symptom 580,2 - Medium,2 - Medium,3 - Moderate,Group 15,Resolver 216,False,55.71666666666667
INC0001382,Caller 3828,Opened by  62,Phone,Location 161,Category 53,Subcategory 83,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.6333333333333333
INC0000265,Caller 2441,Opened by  55,Phone,Location 136,Category 20,Subcategory 103,Symptom 6,2 - Medium,2 - Medium,3 - Moderate,Group 20,No asignado,False,50.25
INC0001111,Caller 5198,Opened by  180,Phone,Location 56,Category 45,Subcategory 229,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 22,False,5.2
INC0000614,Caller 4973,Opened by  131,Phone,Location 153,Category 9,Subcategory 52,Symptom 607,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,False,29.05
INC0000823,Caller 3367,Opened by  221,Phone,Location 143,Category 37,Subcategory 189,Symptom 208,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,24.133333333333333
INC0001368,Caller 5085,Opened by  386,Phone,Location 55,Category 45,Subcategory 229,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 155,False,1.55
INC0001023,Caller 2632,Opened by  24,Phone,Location 161,Category 34,Subcategory 154,Symptom 607,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,7.216666666666667
INC0001430,Caller 1748,Opened by  62,Phone,Location 108,Category 53,Subcategory 83,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,False,0.6666666666666666
INC0000357,Caller 3155,Opened by  386,Phone,Location 51,Category 23,Subcategory 3,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,48.85
INC0000504,Caller 1296,Opened by  24,Phone,Location 143,Category 32,Subcategory 9,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 39,No asignado,False,32.4
INC0000654,Caller 5427,Opened by  501,Phone,Location 93,Category 42,Subcategory 224,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 23,No asignado,False,28.783333333333335
INC0001166,Caller 1385,Opened by  180,Phone,Location 96,Category 53,Subcategory 117,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,False,5.25
INC0001040,Caller 5446,Opened by  168,Phone,Location 161,Category 51,Subcategory 182,Symptom 585,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,False,7.366666666666666
INC0001487,Caller 5134,Opened by  386,Phone,Location 143,Category 42,Subcategory 31,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,False,0.13333333333333333
INC0000918,Caller 1620,Opened by  47,Phone,Location 37,Category 42,Subcategory 224,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,20.383333333333333
INC0001426,Caller 3467,Opened by  240,Phone,Location 108,Category 19,Subcategory 289,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 111,False,1.2666666666666666
INC0000306,Caller 4167,Opened by  62,Phone,Location 143,Category 23,Subcategory 3,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 54,No asignado,False,50.333333333333336
INC0001385,Caller 962,Opened by  55,Phone,Location 40,Category 44,Subcategory 54,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,1.9333333333333333
INC0000395,Caller 5126,Opened by  59,Phone,Location 93,Category 24,Subcategory 164,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,False,47.916666666666664
INC0001512,Caller 4858,Opened by  386,Phone,Location 136,Category 42,Subcategory 31,No reportado,3 - Low,2 - Medium,4 - Low,Group 70,Resolver 186,False,0.23333333333333334
INC0001526,Caller 765,Opened by  239,Phone,Location 108,Category 23,Subcategory 75,Symptom 592,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.11666666666666667
